folio,leaf_num,tombId,folio_url,tomb_text,folio_text
g73.075v,075v,g73,http://ica.themorgan.org/icaimages/7/g73.075v.jpg,PsalterGermany/ Franconia/ ca/ 1250MS G/73 fol/ 75v,Psalm 081 (Vulg// 080):Male martyr/ nimbed/ raises right hand and holds palm branch in left hand/Figure against gold background in decorated initial D within decorated frame/
g73.087v,087v,g73,http://ica.themorgan.org/icaimages/7/g73.087v.jpg,PsalterGermany/ Franconia/ ca/ 1250MS G/73 fol/ 87v,David: as Musician -- David/ nimbed/ crowned/ holds harp in both hands/Figure against gold background in decorated frame/
g73.088r,088r,g73,http://ica.themorgan.org/icaimages/7/g73.088r.jpg,PsalterGermany/ Franconia/ ca/ 1250MS G/73 fol/ 88r,Psalm 098 (Vulg// 097):Foliate initial C against gold background in decorated frame/
g73.089v,089v,g73,http://ica.themorgan.org/icaimages/7/g73.089v.jpg,PsalterGermany/ Franconia/ ca/ 1250MS G/73 fol/ 89v,Psalm 102 (Vulg// 101):Figure/ nimbed/ possibly Christ or male saint/ right hand raised/ left hand holding book/Figure against gold background in decorated initial D/
g73.101r,101r,g73,http://ica.themorgan.org/icaimages/7/g73.101r.jpg,PsalterGermany/ Franconia/ ca/ 1250MS G/73 fol/ 101r,Apostle/ Thomas: Incredulity -- Apostle Thomas/ nimbed/ right hand holding scroll inscribed S/ TOMANVS/ left hand extended to place two fingers in side wound of Christ/ cross-nimbed/ left hand grasping robes/ right hand raised in blessing/Scene against gold background in decorated frame/
g73.101v,101v,g73,http://ica.themorgan.org/icaimages/7/g73.101v.jpg,PsalterGermany/ Franconia/ ca/ 1250MS G/73 fol/ 101v,Psalm 110 (Vulg// 109):King/ possibly David/ crowned/ holds gold globe in right hand and blank scroll in left hand/Figure against gold background in decorated initial D/ with dragon as tail/ within decorated frame/
g74.002r,002r,g74,http://ica.themorgan.org/icaimages/7/g74.002r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 2r,Bath/ Pozzuoli/ Sudatorium -- In domed/ sweating bath house/ robed figure stands in arched entrance/ Two robed male figures (possibly Germanus of Capua and Pascasius of Rome) sit/ Behind them/ group of nude figures stand/ In arched entrance of smaller domed building to right/ robed figure stands facing bath house/ Above/ robed figure sits in arched window/ facing bath house/ Another robed figure stands in arched entrance of crenellated tower/Below/ three robed figures occupy three small buildings/ One figure crawls into structure (only back and feet visible)/ a second figure reclines/ and a third figure reaches hands toward lake/ To right is tent with flap open/Below/ two mounted figures approach man filling jug with water from lake/ inhabited by frogs/ turtles/ snakes and water fowl/
g74.003r,003r,g74,http://ica.themorgan.org/icaimages/7/g74.003r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 3r,Bath/ Pozzuoli/ Sulphatura -- In hexagonal well/ group of nude women bathe/ To left/ clothed woman tests water with hands/ To right/ nude woman places both hands in water/Above/ between two hills/ man strikes base of tree (?) with axe/
g74.004r,004r,g74,http://ica.themorgan.org/icaimages/7/g74.004r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 4r,Bath/ Pozzuoli/ Bulla -- Four nude male figures stand around water basin under a cupola/ decorated with fleur-de-lis and crosses and supported by columns/ One figure puts hand into basin/ Another figure/ bent over/ rubs head with hands/Outside of cupola/ a fifth nude figure collects water in jug from fountain issuing from opening in hill/In background/ hills topped with trees/
g74.005r,005r,g74,http://ica.themorgan.org/icaimages/7/g74.005r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 5r,Bath/ Pozzuoli/ Astrumis -- Group of nude male figures stand or swim in pool enclosed by arcaded wall and under two arches/ One figure rubs head with hands; another figure drinks from jug/Scene takes place below building comprised of arched walls and enclosed by crenellated wall/
g74.006r,006r,g74,http://ica.themorgan.org/icaimages/7/g74.006r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 6r,Bath/ Pozzuoli/ Iuncara -- Behind open flaps of tent/ man reclines in bed/ Three figures flank tent/ Below tent/ three figures occupy three small buildings/ First figure sits up with hand supporting chin/ Second figure (only back of legs showing) enters structure/ Third figure reclines in bed/Below/ group of nude male figures stand in bath surrounded by rushes/ One figure is swimming/
g74.007r,007r,g74,http://ica.themorgan.org/icaimages/7/g74.007r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 7r,Bath/ Pozzuoli/ Plage (Balneolum) -- Man/ standing/ points with raised hand to another man leading horse toward three tents set on rocky landscape/Below/ group of nude figures bathe in pool in bathhouse/ Figure/ bent over/ removes clothing at entrance of bathhouse/ Clothing hangs from rod above him/ Two figures/ with walking sticks and sacks slung over shoulder/ approach from behind/At bottom of miniature/ waves of sea are visible/
g74.008r,008r,g74,http://ica.themorgan.org/icaimages/7/g74.008r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 8r,Bath/ Pozzuoli/ Foris Cripte -- Group of nude figures stand in pool in bathhouse with cuppola and flanked by towers/ on hill side/ Water flows to right of structure/
g74.009r,009r,g74,http://ica.themorgan.org/icaimages/7/g74.009r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 9r,Bath/ Pozzuoli/ Petra -- In domed bathhouse/ group of nude male figures bathe/ One figure drinks from pitcher/ Another figure swims underwater/Outside/ fountain flows from left exterior wall and in front of bathhouse/ Two men stand by wellhead/ One man/ shirtless/ pulls bucket filled with water from well/ The other figure/ wearing a tunic/ holds pitcher with both hands/
g74.010r,010r,g74,http://ica.themorgan.org/icaimages/7/g74.010r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 10r,Bath/ Pozzuoli/ Calatura -- In domed bathhouse flanked by two towers/ group of nude male figures bathe/Above/ on hill top/ three figures recline in beds in three tents/ flaps open/
g74.011r,011r,g74,http://ica.themorgan.org/icaimages/7/g74.011r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 11r,Bath/ Pozzuoli/ Subvenit Homini -- In a cave on hillside/ couple/ seated/ embraces/In a second cave/ male figure hands drinking vessel to male figure reclining on bed (doctoring)/Below/ in a third cave on hillside/ group of nude male figures bathe/ One figure pours water from pitcher over head of another figure/ bent over/ having back rubbed by a third figure/
g74.012r,012r,g74,http://ica.themorgan.org/icaimages/7/g74.012r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 12r,Bath/ Pozzuoli/ Sancte Anastasie -- In each entrance of tent surmounted by coat of arms of King of France/ three/ women(?) lie in bed/Below/ group of nude figures bathe in pool/ Attendant pours water from pitcher over head of one bather/ Two figures/ flanking pool/ dig ditch to reach water underground/
g74.013r,013r,g74,http://ica.themorgan.org/icaimages/7/g74.013r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 13r,Bath/ Pozzuoli/ Cantarellus -- Group of nude figures bathe in pool under cuppola supported by columns at edge of water/ At left/ figure with cane stands at edge pool on set of stairs/ At right/ figure steps into pool from another set of stairs/
g74.014r,014r,g74,http://ica.themorgan.org/icaimages/7/g74.014r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 14r,Bath/ Pozzuoli/ De Prato -- Three male figures lie in bed under curtain draped over rod with flap pulled back/ Another figure/ seated with right hand resting on knee and supporting chin/ holds cord attached to curtain(?) with left hand/Below/ four nude male figures with walking sticks enter cave and descend stairs into pool/ Group of male figures bathe in pool/
g74.015r,015r,g74,http://ica.themorgan.org/icaimages/7/g74.015r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 15r,Bath/ Pozzuoli/ Tripergula -- Two nude male figures undress in room at side of bath/ One man hangs clothes on rod/ To left/ nude male figure steps into bath in which three other men bathe/Christ: Harrowing of Hell -- Below/ Christ/ cross-nimbed and holding cross-staff/ throws back door and strides toward flaming gate of hell with broken lock/
g74.016r,016r,g74,http://ica.themorgan.org/icaimages/7/g74.016r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 16r,Bath/ Pozzuoli/ Arcus -- Group of nude male figures bathe in barrel-vaulted hall surmounted by cupola/ To left/ a clothed figure looks on/ One figure/ head bent/ washes hair/ Water flows underneath bath/
g74.017r,017r,g74,http://ica.themorgan.org/icaimages/7/g74.017r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 17r,Bath/ Pozzuoli/ Raynerii -- Within building with three towers/ group of nude figures bathe/ At left/ two clothed figures carrying sacks with poles over shoulder leave bathhouse/ In right corner/ water flows past tower/Above/ animal (fox?) and bird (hawk?) are on roof/
g74.018r,018r,g74,http://ica.themorgan.org/icaimages/7/g74.018r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 18r,Bath/ Pozzuoli/ De Ferris -- Four male figures stand under four arches of arcaded passageway/ One figure raises right arm/ perhaps throwing a stone/ Two other figures/ with bows and arrows/ hunt birds perched in windows of and atop house and ruins of another building/ possibly of Roman bath/ The fourth figure raises both arms toward birds/Below/ within archway composed of roughly cut masonry/ a group of nude male figures bathe/ One figure/ head bent/ washes hair/
g74.019r,019r,g74,http://ica.themorgan.org/icaimages/7/g74.019r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 19r,Bath/ Pozzuoli/ Salviana -- Group of nude female figures bathe under cupola supported by columns and flanked by two towers/ Water runs underneath structure/
g74.020r,020r,g74,http://ica.themorgan.org/icaimages/7/g74.020r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 20r,Bath/ Pozzuoli/ Culma -- In subterranean cave/ four nude male figures bathe in underground springs/
g74.021r,021r,g74,http://ica.themorgan.org/icaimages/7/g74.021r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 21r,Bath/ Pozzuoli/ Trituli -- In upper two levels of three-level/ domed bathhouse/ flanked by two towers/ a series of nude figures/ on each level/ point to specific parts of their bodies or are in various poses of bathing (they are likely decorative stucco-reliefs known to have existed there and referred to in text)/ One figure in middle of third level stands above recessed area from which fountain flows down through lower levels into pool below/ He holds a garment; another garment is draped over his shoulder/Below/ on first level/ two groups of nude figures bathe in arcaded pools/ flanking descending fountain stream/Below/ two rowboats/ each operated by two oarsmen/ carry group of clothed figures/
g74.022r,022r,g74,http://ica.themorgan.org/icaimages/7/g74.022r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 22r,Bath/ Pozzuoli/ Arculus -- Group of nude male figures bathe in arcaded pool beneath cupola flanked by two towers supported by three columns/
g74.023r,023r,g74,http://ica.themorgan.org/icaimages/7/g74.023r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 23r,Bath/ Pozzuoli/ Palumbara -- Group of nude male figures bathe in pool inside cave/ Above/ pigeons nest in and around two smaller caves/
g74.024r,024r,g74,http://ica.themorgan.org/icaimages/7/g74.024r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 24r,Bath/ Pozzuoli/ Pugillus -- Within cave/ group of nude male figures bathe/ At right/ two other nude male figures descend into pool/ An arcaded wall separates pool from waters flowing below/
g74.025r,025r,g74,http://ica.themorgan.org/icaimages/7/g74.025r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 25r,Bath/ Pozzuoli/ Gregorius (St/ Georgius)-- Group of nude male figures bathe in arcaded pool in domed structure before cave/ At right/ figure/ with blanket wrapped around head and upper body/ looks up toward nude male figure standing on stairway/ leading into cave/
g74.026r,026r,g74,http://ica.themorgan.org/icaimages/7/g74.026r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 26r,Bath/ Pozzuoli/ Petronio -- Group of nude male figures bathe in arcaded pool in domed bathhouse/ At right is entrance to bathhouse/ Water flows below structure/
g74.027r,027r,g74,http://ica.themorgan.org/icaimages/7/g74.027r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 27r,Bath/ Pozzuoli/ Sol et Luna -- Group of nude male figures bathe in arcaded pool in barrel-vaulted hall within larger building complex/ Two figures/ raising arms/ point to sun and moon in sky/
g74.028r,028r,g74,http://ica.themorgan.org/icaimages/7/g74.028r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 28r,Bath/ Pozzuoli/ Fons Episcopi -- Figure/ wrapped in blanket/ is seated under uncovered part of awning and next to two mitred bishops under covered awning of building surmounted by two domes/ To the right is a tower/Below/ group of nude male figures bath in barrel-vaulted hall/
g74.029r,029r,g74,http://ica.themorgan.org/icaimages/7/g74.029r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 29r,Bath/ Pozzuoli/ Braccula -- Group of nude male figures bathe in arcaded pool under cupola supported by columns/
g74.030r,030r,g74,http://ica.themorgan.org/icaimages/7/g74.030r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 30r,Bath/ Pozzuoli/ Gimberosus -- Man chops at base of tree on top of hill with axe/Below/ group of nude male figures bathe in pool under dome supported by columns/ At right/ figure/ holding walking stick/ with blanket draped over shoulders/ descends stairs leading into pool/
g74.031r,031r,g74,http://ica.themorgan.org/icaimages/7/g74.031r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 31r,Bath/ Pozzuoli/ Spelunca -- Group of nude male figures bathe in pool inside cave on hillside/
g74.032r,032r,g74,http://ica.themorgan.org/icaimages/7/g74.032r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 32r,Frederick II: Peter of Eboli presenting Book to Frederick II -- Peter of Eboli/ kneeling in front of another figure/ presents book to third figure standing before lectern with inscribed open book/Above/ Frederick II/ crowned/ sits on throne within trefoil arch flanked by niches containing busts of male figures/Scene occurs in building flanked by two towers and surmounted by four-level dome/ Each level is arcaded; unidentified figures appear in arches of second level/
g74.032v,032v,g74,http://ica.themorgan.org/icaimages/7/g74.032v.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 32v,Bath/ Pozzuoli/ Succellaria -- Five nude figures bathe in crenellated brick building built into side of hill/ arched entrance to right/ Figures point to different parts of their bodies/ One figure has two black patches on chest/ Below/ water flows through arcaded passageway/
g74.033r,033r,g74,http://ica.themorgan.org/icaimages/7/g74.033r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 33r,Bath/ Pozzuoli/ Ortodonico -- In underground cave/ one man carries wooden keg over shoulder while another man collects water with wooden keg from waters inhabited by fish/ Another man collects water with pitcher from fountain issuing from wall of cave/ Above/ on a ledge/ group of nude male figures bathe/ One figure pours water over head of another figure/Above cave/ in rocky landscape/ crenellated wall surrounds two crenellated towers (possibly a fortress/)
g74.033v,033v,g74,http://ica.themorgan.org/icaimages/7/g74.033v.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 33v,Bath/ Pozzuoli/ Sancta Lucia -- Three nude male figures bathe in domed building flanked by two towers/ Two figures raise right arms/ Third figure puts one hand one chest and the other hand on belly/
g74.034r,034r,g74,http://ica.themorgan.org/icaimages/7/g74.034r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 34r,Bath/ Pozzuoli/ De Scrufa -- In underground cave/ three nude male figures bathe/ A fourth nude male figure holds tunic in water/ To left/ sow swims in water/Above ground/ man carries wooden keg on his head/ In background is castle/
g74.034v,034v,g74,http://ica.themorgan.org/icaimages/7/g74.034v.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 34v,Bath/ Pozzuoli/ Sancte Crucis -- Three nude male figures bathe in domed structure surmounted by cross/
g74.035r,035r,g74,http://ica.themorgan.org/icaimages/7/g74.035r.jpg,De balneis PuteolanisItaly/ ca/ 1400MS G/74 fol/ 35r,Bath/ Pozzuoli/ Unknown -- Two nude male figures ascend stairs located in underground cave/ Below stairs/ two clothed male figures/ left hands raised/ converse with a third male figure/ sitting on edge of arcaded wall above waters inhabited by fish/To right/ three figures bathe in crenellated/ arched structure/
g75.009r,009r,g75,http://ica.themorgan.org/icaimages/7/g75.009r.jpg,BreviaryItaly/ Umbria/ 1300-1323MS G/75 fol/ 9r,Christ-Logos/ with crossed nimbus/ with right hand raised in blessing and with left hand resting on book; below is David/ crowned/ holding harp (?) in both hands; both in decorated initial B/
g75.015v,015v,g75,http://ica.themorgan.org/icaimages/7/g75.015v.jpg,BreviaryItaly/ Umbria/ 1300-1323MS G/75 fol/ 15v,David/ crowned/ with joined hands raised/ in decorated initial D/
g75.020r,020r,g75,http://ica.themorgan.org/icaimages/7/g75.020r.jpg,BreviaryItaly/ Umbria/ 1300-1323MS G/75 fol/ 20r,Male saint/ nimbed/ with hands crossed on his breast/ in decorated initial E/
g75.027r,027r,g75,http://ica.themorgan.org/icaimages/7/g75.027r.jpg,BreviaryItaly/ Umbria/ 1300-1323MS G/75 fol/ 27r,David/ crowned/ with joined hands raised/ in decorated initial D/
g75.032r,032r,g75,http://ica.themorgan.org/icaimages/7/g75.032r.jpg,BreviaryItaly/ Umbria/ 1300-1323MS G/75 fol/ 32r,David/ crowned/ with joined hands raised/ in decorated initial D/
g75.038r,038r,g75,http://ica.themorgan.org/icaimages/7/g75.038r.jpg,BreviaryItaly/ Umbria/ 1300-1323MS G/75 fol/ 38r,David/ crowned/ with joined hands raised/ in decorated initial U/
g75.044r,044r,g75,http://ica.themorgan.org/icaimages/7/g75.044r.jpg,BreviaryItaly/ Umbria/ 1300-1323MS G/75 fol/ 44r,Man (David ?)/ possibly crowned/ with joined hands raised/ in decorated initial I/
g75.049v,049v,g75,http://ica.themorgan.org/icaimages/7/g75.049v.jpg,BreviaryItaly/ Umbria/ 1300-1323MS G/75 fol/ 49v,David/ crowned/ bows forward with joined hands/ in decorated initial D/
g75.055r,055r,g75,http://ica.themorgan.org/icaimages/7/g75.055r.jpg,BreviaryItaly/ Umbria/ 1300-1323MS G/75 fol/ 55r,Christ-Logos/ with crossed nimbus/ seated/ with right hand raised in blessing/ in decorated initial D/
g75.077r,077r,g75,http://ica.themorgan.org/icaimages/7/g75.077r.jpg,BreviaryItaly/ Umbria/ 1300-1323MS G/75 fol/ 77r,Christ/ cross-nimbed/ with staff (?) leaning against right arm/ stands orant/ beside sun/ all in decorated initial E/
g75.092v,092v,g75,http://ica.themorgan.org/icaimages/7/g75.092v.jpg,BreviaryItaly/ Umbria/ 1300-1323MS G/75 fol/ 92v,Christ: Nativity -- Virgin Mary/ nimbed/ veiled/ sits beside swaddled infant Christ/ nimbed/ Ox and ass are behind the Christ Child/ all in decorated initial P/
g75.108v,108v,g75,http://ica.themorgan.org/icaimages/7/g75.108v.jpg,BreviaryItaly/ Umbria/ 1300-1323MS G/75 fol/ 108v,Apostle Paul/ with scalloped nimbus/ holds sword in right hand and book in left hand/ in decorated initial P/
g75.130v,130v,g75,http://ica.themorgan.org/icaimages/7/g75.130v.jpg,BreviaryItaly/ Umbria/ 1300-1323MS G/75 fol/ 130v,Christ-Logos/ with crossed nimbus/ seated on circular throne/ holds globe (?) in both hands/ all in decorated initial/
g75.197r,197r,g75,http://ica.themorgan.org/icaimages/7/g75.197r.jpg,BreviaryItaly/ Umbria/ 1300-1323MS G/75 fol/ 197r,Christ/ with crossed nimbus/ with right hand raised in blessing and holding book in left hand/ in decorated initial C/
g75.202v,202v,g75,http://ica.themorgan.org/icaimages/7/g75.202v.jpg,BreviaryItaly/ Umbria/ 1300-1323MS G/75 fol/ 202v,Pentecost -- Three nimbed apostles are below sun/ with radiating beams/ and stars/ all in decorated initial A/
g75.241r,241r,g75,http://ica.themorgan.org/icaimages/7/g75.241r.jpg,BreviaryItaly/ Umbria/ 1300-1323MS G/75 fol/ 241r,Apostle/ nimbed/ seated in chair/ with right hand raised in blessing and holding book in left hand/ all in decorated initial I/
g75.258v,258v,g75,http://ica.themorgan.org/icaimages/7/g75.258v.jpg,BreviaryItaly/ Umbria/ 1300-1323MS G/75 fol/ 258v,Apostle Andrew/ nimbed/ holding closed book with two clasps/ in decorated initial Q/
g75.279r,279r,g75,http://ica.themorgan.org/icaimages/7/g75.279r.jpg,BreviaryItaly/ Umbria/ 1300-1323MS G/75 fol/ 279r,Christ: Presentation -- Virgin Mary/ nimbed/ veiled/ faces Simeon of Jerusalem/ nimbed/ holding infant Christ Child/ with crossed nimbus/ over draped altar/ all in decorated initial H/
g75.288v,288v,g75,http://ica.themorgan.org/icaimages/7/g75.288v.jpg,BreviaryItaly/ Umbria/ 1300-1323MS G/75 fol/ 288v,Benedict of Montecassino/ nimbed/ tonsured/ wearing habit/ with joined hands raised/ in decorated initial F/
g75.291r,291r,g75,http://ica.themorgan.org/icaimages/7/g75.291r.jpg,BreviaryItaly/ Umbria/ 1300-1323MS G/75 fol/ 291r,Virgin Mary: Annunciation -- Hand of God (?) raised in blessing to Virgin Mary/ nimbed veiled/ all in decorated initial/
g75.305r,305r,g75,http://ica.themorgan.org/icaimages/7/g75.305r.jpg,BreviaryItaly/ Umbria/ 1300-1323MS G/75 fol/ 305r,Christ: Baptism -- John Baptist/ nimbed/ partially draped in mantle/ looking upward/ with left hand raised/ places right hand on head of Christ/ with crossed nimbus/ nude (?)/ with right hand raised in blessing/ all in decorated initial/
g75.309v,309v,g75,http://ica.themorgan.org/icaimages/7/g75.309v.jpg,BreviaryItaly/ Umbria/ 1300-1323MS G/75 fol/ 309v,Peter/ nimbed/ holds key in right hand and book in left arm/ all in decorated initial T/
g75.316r,316r,g75,http://ica.themorgan.org/icaimages/7/g75.316r.jpg,BreviaryItaly/ Umbria/ 1300-1323MS G/75 fol/ 316r,Mary Magdalen/ nimbed/ covered in hair/ with hands open before her/ in decorated initial B/
g75.329r,329r,g75,http://ica.themorgan.org/icaimages/7/g75.329r.jpg,BreviaryItaly/ Umbria/ 1300-1323MS G/75 fol/ 329r,Virgin Mary: Assumption -- Virgin Mary/ crowned/ veiled/ with hands raised/ in mandorla/ all in decorated initial C/
g75.336r,336r,g75,http://ica.themorgan.org/icaimages/7/g75.336r.jpg,BreviaryItaly/ Umbria/ 1300-1323MS G/75 fol/ 336r,Adrian of Nicomedia/ nimbed/ possibly holding book in raised hands/ in decorated initial N/
g75.348r,348r,g75,http://ica.themorgan.org/icaimages/7/g75.348r.jpg,BreviaryItaly/ Umbria/ 1300-1323MS G/75 fol/ 348r,Tonsured monk/ wearing habit/ holding open book in both hands/ in decorated initial L/
h1.007r,007r,h1,http://ica.themorgan.org/icaimages/1/h1.007r.jpg,Book of HoursFrance/ Rouen/ ca/ 1500MS H/1 fol/ 7r,Moses: Burning Bush -- Moses/ horned/ named inscribed MOYSE/ right hand raised/ removing shoe with left hand/ is seated/ looking up toward half-figure of God/ nimbed/ holding cross surmounted globe with right hand/ raising left hand in gesture of blessing/ amid flames in bush/Scene in landscape with rocky outcrop/ four sheep/ building in background/ and hills in distance/Scene flanked by two columns each with statue/ with joined hands/ below canopy/
h1.012r,012r,h1,http://ica.themorgan.org/icaimages/1/h1.012r.jpg,Book of HoursFrance/ Rouen/ ca/ 1500MS H/1 fol/ 12r,Aaron: Blossoming Rod -- Aaron/ name inscribed AARON/ swinging censer with right hand/ kneels looking up toward draped altar on which is row of seven rods/ the center rod blossoming/ Arc of Covenant is behind the rods/ To right of Aaron stands Moses/ horned/ name inscribed MOYSE indicating upward with right hand and raising left hand/ Seven men/ wearing hats/ flank the altar/Scene in room decorated with architectural ornament and pseudo-inscription/
h1.017r,017r,h1,http://ica.themorgan.org/icaimages/1/h1.017r.jpg,Book of HoursFrance/ Rouen/ ca/ 1500MS H/1 fol/ 17r,Isaiah: Scene/ Martyrdom -- Isaiah/ name inscribed YSAYE/ hangs from square frame/ his feet bound to upper crossbar/ his hands to lower crossbar/ Two men/ one wearing hat/ one wearing knotted headdress/ with two handled saw/ cut body of Isaiah between his legs/ In background King Manassas/ wearing crown on hat/ raising right hand/ stands with group of men/ wearing hats/ the foremost indicating and looking toward him/Scene in landscape with city in background and hills in distance/
h1.021v,021v,h1,http://ica.themorgan.org/icaimages/1/h1.021v.jpg,Book of HoursFrance/ Rouen/ ca/ 1500MS H/1 fol/ 21v,Christ: before Caiaphas -- One of six men standing behind Christ/ nimbed/ holds His right arm/ Christ/ hands crossed and bound/ stands before Caiaphas/ wearing miter/ head turned to right/ rending garment/ seated on canopied throne/
h1.024v,024v,h1,http://ica.themorgan.org/icaimages/1/h1.024v.jpg,Book of HoursFrance/ Rouen/ ca/ 1500MS H/1 fol/ 24v,Tower of Babel: Building -- Nimrod/ inscribed NA(M)BROTH/ wearing helmet and armor/ holding halberd with right hand/ raising left hand to helmet/ stands looking at tower/ Inscription at his feet not legible/ Of five men on top of tower/ wearing hats/ two hold hands to ears/ one holds rope of hoist/ another guides stone held by hoist/ one stands next to treadwheel/ and the fifth stands on platform/ looking upward/ raising both hands/ Other men are inside the tower/ visible at windows or emerging from doors/ one with hands raised/ In foreground are dressed stones/ other stones in basket/ man wearing hat lifting dressed stone/ and man wearing hat/ holding shovel (spade) next to shallow square basin/At upper left/ half-figure of God/ raising right hand in blessing/ holding globe with left hand/ appears in cloud-edged arc of Heaven/ Angel hovers above the tower/
h1.025v,025v,h1,http://ica.themorgan.org/icaimages/1/h1.025v.jpg,Book of HoursFrance/ Rouen/ ca/ 1500MS H/1 fol/ 25v,Augustus: Prophecy of Sibyl -- Sibyl/ name inscribed SIBILLA/ wearing truncated hennin/ with pseudo-inscription/ stands before Augustus/ name inscribed OCTAUIEN/ kneeling on one knee arms raised looking upward/ Imperial crown/ surmounted by cross is next to him/ With left hand/ the Sibyl indicates upward toward half-figure of Virgin Mary holding nude Christ Child/ emerging from cloud/Exterior scene in enclosed courtyard with surrounded by buildings and wall/ with landscape in distance/Miniature enclosed by architectural frame with pedestal against each upright on which stand statues below canopies/
h1.028r,028r,h1,http://ica.themorgan.org/icaimages/1/h1.028r.jpg,Book of HoursFrance/ Rouen/ ca/ 1500MS H/1 fol/ 28r,Christ: before Pilate -- Within initial D/ Pilate/ wearing hat/ raising left hand/ is seated on throne with canopy/ Christ/ nimbed/ arms crossed and bound/ stands flanked by two men/ one wearing hat/ each grasping one of His arms/ Five (?) other men stand behind them/Interior scene decorated with architectural ornament/
h1.030v,030v,h1,http://ica.themorgan.org/icaimages/1/h1.030v.jpg,Book of HoursFrance/ Rouen/ ca/ 1500MS H/1 fol/ 30v,Jacob: Dream -- Two of three angels climb up ladder; one descends/ Half-figure of God/ nimbed/ appears in rayed arc of Heaven/ holding top of the ladder with both hands/ Jacob/ name inscribed IACOB/ reclines in foreground/ head on stone/ eyes shut/ left hand to face/Scene in landscape with rocky outcrop/ bushes/ and building or city in background/
h1.032v,032v,h1,http://ica.themorgan.org/icaimages/1/h1.032v.jpg,Book of HoursFrance/ Rouen/ ca/ 1500MS H/1 fol/ 32v,Christ: Flagellation -- Christ/ nimbed/ wearing short loincloth/ hands behind Him/ legs bound/ bleeding from wounds on body/ stands with back to column/ He is flanked by two men/ one raising scourge with right hand/ the other/ wearing hat/ with left hand on hip/ raising withes with right hand/Interior scene with decorated wall/
h1.035v,035v,h1,http://ica.themorgan.org/icaimages/1/h1.035v.jpg,Book of HoursFrance/ Rouen/ ca/ 1500MS H/1 fol/ 35v,Solomon: visited by Queen of Sheba -- Solomon/ name inscribed SALOMON/ wearing crown on hat/ raising right hand/ holding scepter with left hand is seated on canopied throne with footrest/ Man wearing hat/ holding scroll with left hand stands next to the throne/ Queen of Sheba/ name inscribed LA ROYNE DE SABRA/ wearing crown on hat/ holding covered vessel with both hands/ kneels before Solomon/ Two women wearing headdresses/ one raising right hand/ the other carrying locked casket with handle stand behind her/Interior scene decorated with architectural ornament and pseudo-inscription/ with window or door through which distant landscape is visible/
